"Choose the antonym for 'granular'.","[""coarse"",""community"",""exorbitant"",""enumerate""]","coarse","ant","granular"
"Choose the antonym for 'grate'.","[""rebuke"",""glitter"",""conceal"",""please""]","please","ant","grate"
"Choose the antonym for 'gratuitous'.","[""impediment"",""ostentatious"",""esoteric"",""necessary""]","necessary","ant","gratuitous"
"Choose the antonym for 'gravity'.","[""adamant"",""ignorant"",""lightheartedness"",""potential""]","lightheartedness","ant","gravity"
"Choose the antonym for 'grievance'.","[""contentment"",""smirk"",""comrade"",""erect""]","contentment","ant","grievance"
"Choose the antonym for 'gripe'.","[""comical"",""shack"",""fallacious"",""praise""]","praise","ant","gripe"
"Choose the antonym for 'grotto'.","[""abundance"",""placate"",""lout"",""open ground""]","open ground","ant","grotto"
"Choose the antonym for 'grudge'.","[""forgiveness"",""editor"",""devise"",""extol""]","forgiveness","ant","grudge"
"Choose the antonym for 'gruelling'.","[""braggart"",""easy"",""alacrity"",""deposit""]","easy","ant","gruelling"
"Choose the antonym for 'guard'.","[""glut"",""abandon"",""contemptuous"",""scripture""]","abandon","ant","guard"
"Choose the antonym for 'guffaw'.","[""smile"",""wholesome"",""justify"",""beck""]","smile","ant","guffaw"
"Choose the antonym for 'guile'.","[""honesty"",""despondent"",""arbitrary"",""curate""]","honesty","ant","guile"
"Choose the antonym for 'guttural'.","[""furtive"",""conflagration"",""clear"",""caution""]","clear","ant","guttural"
"Choose the antonym for 'habitable'.","[""structure"",""dispense"",""barren"",""article""]","barren","ant","habitable"
"Choose the antonym for 'habitat'.","[""admission"",""enrage"",""counterargument"",""captivity""]","captivity","ant","habitat"
"Choose the antonym for 'habitually'.","[""rowdy"",""echelon"",""replete"",""occasionally""]","occasionally","ant","habitually"
"Choose the antonym for 'hackneyed'.","[""covet"",""charming"",""fresh"",""empathy""]","fresh","ant","hackneyed"
"Choose the antonym for 'hallowed'.","[""desecrated"",""economical"",""pilfer"",""facade""]","desecrated","ant","hallowed"
"Choose the antonym for 'halt'.","[""deference"",""solitary"",""derelict"",""continue""]","continue","ant","halt"
"Choose the antonym for 'haphazard'.","[""liable"",""careful"",""ancestral"",""alert""]","careful","ant","haphazard"
"Choose the antonym for 'hardy'.","[""frail"",""corpse"",""contemplate"",""according""]","frail","ant","hardy"
"Choose the antonym for 'harmonious'.","[""censorious"",""bellicose"",""echelon"",""discordant""]","discordant","ant","harmonious"
"Choose the antonym for 'harrowing'.","[""mediocre"",""compliant"",""sequence"",""comforting""]","comforting","ant","harrowing"
"Choose the antonym for 'haste'.","[""debris"",""fabricate"",""divergent"",""caution""]","caution","ant","haste"
"Choose the antonym for 'havoc'.","[""folly"",""calm"",""individual"",""affable""]","calm","ant","havoc"
"Choose the antonym for 'hearth'.","[""outside"",""lament"",""insidious"",""conscientious""]","outside","ant","hearth"
"Choose the antonym for 'heartless'.","[""sincerely"",""kind"",""artefact"",""strenuous""]","kind","ant","heartless"
"Choose the antonym for 'hedonist'.","[""ascetic"",""earnest"",""influential"",""forlorn""]","ascetic","ant","hedonist"
"Choose the antonym for 'heeding'.","[""aspire"",""amphibian"",""ignoring"",""dwindle""]","ignoring","ant","heeding"
"Choose the antonym for 'heedless'.","[""marquee"",""cantankerous"",""divergent"",""wary""]","wary","ant","heedless"
"Choose the antonym for 'heresy'.","[""doyen"",""muted"",""consensus"",""obstreperous""]","consensus","ant","heresy"
"Choose the antonym for 'heroic'.","[""timid"",""fissure"",""merchant"",""custom""]","timid","ant","heroic"
"Choose the antonym for 'hiatus'.","[""imperative"",""intermittent"",""continuation"",""extricate""]","continuation","ant","hiatus"
"Choose the antonym for 'hierarchy'.","[""jargon"",""ferocity"",""ostentatious"",""equality""]","equality","ant","hierarchy"
"Choose the antonym for 'hilarious'.","[""dictionary"",""ambition"",""serious"",""regal""]","serious","ant","hilarious"
"Choose the antonym for 'hinge'.","[""hybrid"",""environment"",""opportunity"",""block""]","block","ant","hinge"
"Choose the antonym for 'hoard'.","[""pare"",""feud"",""squander"",""concentrated""]","squander","ant","hoard"
"Choose the antonym for 'homogeneous'.","[""crease"",""mixed"",""ramble"",""endure""]","mixed","ant","homogeneous"
"Choose the antonym for 'homograph'.","[""imposing"",""panacea"",""predominantly"",""distinct""]","distinct","ant","homograph"
"Choose the antonym for 'homophone'.","[""chew the fat"",""disinclination"",""token"",""different sound""]","different sound","ant","homophone"
"Choose the antonym for 'hone'.","[""blunt"",""legend"",""penchant"",""demeanour""]","blunt","ant","hone"
"Choose the antonym for 'hoof'.","[""soft pad"",""acquaint"",""debacle"",""probate""]","soft pad","ant","hoof"
"Choose the antonym for 'horrendous'.","[""fragment"",""inclusive"",""humid"",""delightful""]","delightful","ant","horrendous"
"Choose the antonym for 'hospitable'.","[""imperceptible"",""accuse"",""compulsory"",""unwelcoming""]","unwelcoming","ant","hospitable"
"Choose the antonym for 'hostility'.","[""emphasise"",""friendship"",""stern"",""impassive""]","friendship","ant","hostility"
"Choose the antonym for 'hubris'.","[""avoid"",""dictionary"",""attempt"",""modesty""]","modesty","ant","hubris"
"Choose the antonym for 'hue'.","[""decency"",""equivocate"",""colourlessness"",""improvisation""]","colourlessness","ant","hue"
"Choose the antonym for 'humane'.","[""cruel"",""boastful"",""solace"",""evaluation""]","cruel","ant","humane"
"Choose the antonym for 'humble'.","[""despair"",""conscientious"",""baffle"",""boastful""]","boastful","ant","humble"
"Choose the antonym for 'humorous'.","[""grave"",""decoy"",""rivet"",""prevalent""]","grave","ant","humorous"
"Choose the antonym for 'hybrid'.","[""attest"",""dearth"",""pure"",""foster""]","pure","ant","hybrid"
"Choose the antonym for 'hyperbole'.","[""convert"",""theme"",""understatement"",""prevalent""]","understatement","ant","hyperbole"
"Choose the antonym for 'hypocritical'.","[""precipitous"",""petty"",""populous"",""sincere""]","sincere","ant","hypocritical"
"Choose the antonym for 'hypothetical'.","[""decipher"",""sombre"",""factual"",""gratitude""]","factual","ant","hypothetical"
"Choose the antonym for 'idiom'.","[""literal wording"",""plunge"",""correspond"",""deceive""]","literal wording","ant","idiom"
"Choose the antonym for 'idle'.","[""exemplary"",""depraved"",""busy"",""deplore""]","busy","ant","idle"
"Choose the antonym for 'idol'.","[""esteem"",""fester"",""nonentity"",""imperious""]","nonentity","ant","idol"
"Choose the antonym for 'idyllic'.","[""harsh"",""diffident"",""token"",""labour""]","harsh","ant","idyllic"
"Choose the antonym for 'illicit'.","[""snub"",""enmity"",""legal"",""impale""]","legal","ant","illicit"
"Choose the antonym for 'illuminate'.","[""inhabit"",""indifferent"",""dim"",""impale""]","dim","ant","illuminate"
"Choose the antonym for 'illusory'.","[""foundation"",""real"",""concise"",""heroic""]","real","ant","illusory"
"Choose the antonym for 'imbalance'.","[""acute"",""cantankerous"",""balance"",""pathetic""]","balance","ant","imbalance"
"Choose the antonym for 'imbroglio'.","[""calm"",""heinous"",""idiosyncrasy"",""poverty""]","calm","ant","imbroglio"
"Choose the antonym for 'imminent'.","[""hawk"",""yearn"",""just"",""distant""]","distant","ant","imminent"
"Choose the antonym for 'immoral'.","[""rowdy"",""moral"",""farce"",""conclusive""]","moral","ant","immoral"
"Choose the antonym for 'immutable'.","[""changeable"",""feign"",""ardour"",""clench""]","changeable","ant","immutable"
"Choose the antonym for 'impassive'.","[""compel"",""accompany"",""braggart"",""emotional""]","emotional","ant","impassive"
"Choose the antonym for 'impeccable'.","[""cryptic"",""insignia"",""conclude"",""flawed""]","flawed","ant","impeccable"
"Choose the antonym for 'impecunious'.","[""foil"",""affluent"",""deteriorate"",""develop""]","affluent","ant","impecunious"
"Choose the antonym for 'impel'.","[""extravagance"",""tactful"",""rectify"",""deter""]","deter","ant","impel"
"Choose the antonym for 'imperceptible'.","[""incontrovertible"",""noticeable"",""caprine"",""efface""]","noticeable","ant","imperceptible"
"Choose the antonym for 'impermeable'.","[""surmise"",""personification"",""cacophony"",""porous""]","porous","ant","impermeable"
"Choose the antonym for 'impetuous'.","[""ravenous"",""quaint"",""orchestrate"",""deliberate""]","deliberate","ant","impetuous"
"Choose the antonym for 'impinge'.","[""inexplicable"",""respect"",""digest"",""grandeur""]","respect","ant","impinge"
"Choose the antonym for 'implausible'.","[""mischievous"",""credible"",""collaborate"",""embody""]","credible","ant","implausible"
"Choose the antonym for 'implement'.","[""furtive"",""abandon"",""errand"",""besiege""]","abandon","ant","implement"
"Choose the antonym for 'implicate'.","[""smother"",""conscious"",""exonerate"",""sacrifice""]","exonerate","ant","implicate"
"Choose the antonym for 'implicitly'.","[""explicitly"",""toil"",""peruse"",""homogeneous""]","explicitly","ant","implicitly"
"Choose the antonym for 'impose'.","[""infuriated"",""debunk"",""appetising"",""abolish""]","abolish","ant","impose"
"Choose the antonym for 'impoverished'.","[""hilarious"",""affluent"",""devious"",""settee""]","affluent","ant","impoverished"
"Choose the antonym for 'imprecise'.","[""available"",""frail"",""moan"",""exact""]","exact","ant","imprecise"
"Choose the antonym for 'impregnated'.","[""colloquial"",""careering"",""barren"",""appreciate""]","barren","ant","impregnated"
"Choose the antonym for 'impromptu'.","[""mumble"",""ardour"",""certitude"",""deliberate""]","deliberate","ant","impromptu"
"Choose the antonym for 'improvisation'.","[""impetuous"",""predilection"",""rehearsal"",""ominous""]","rehearsal","ant","improvisation"
"Choose the antonym for 'imprudent'.","[""yacht"",""conscientious"",""sensible"",""incense""]","sensible","ant","imprudent"
"Choose the antonym for 'inaccurate'.","[""inconsequential"",""correct"",""convict"",""mere""]","correct","ant","inaccurate"
"Choose the antonym for 'inadequate'.","[""calamity"",""adequate"",""aperture"",""proliferation""]","adequate","ant","inadequate"
"Choose the antonym for 'inadvertently'.","[""folly"",""deliberately"",""immoral"",""consideration""]","deliberately","ant","inadvertently"
"Choose the antonym for 'inattentive'.","[""assiduous"",""leisure"",""smirk"",""attentive""]","attentive","ant","inattentive"
"Choose the antonym for 'inaudible'.","[""obstinate"",""jeopardise"",""mollify"",""audible""]","audible","ant","inaudible"
"Choose the antonym for 'incense'.","[""paradigm"",""garrulous"",""equanimity"",""odour""]","odour","ant","incense"
"Choose the antonym for 'incentive'.","[""deranged"",""deterrent"",""eminent"",""guarantee""]","deterrent","ant","incentive"
"Choose the antonym for 'incessant'.","[""luminous"",""antiquated"",""intermittent"",""afflict""]","intermittent","ant","incessant"
"Choose the antonym for 'incidental'.","[""peril"",""occur"",""flout"",""deliberate""]","deliberate","ant","incidental"
"Choose the antonym for 'incisive'.","[""yacht"",""endeavour"",""blunt"",""bequeath""]","blunt","ant","incisive"
"Choose the antonym for 'incite'.","[""pacify"",""antidote"",""vile"",""mere""]","pacify","ant","incite"
"Choose the antonym for 'incline'.","[""errand"",""stern"",""deter"",""contrast""]","deter","ant","incline"
"Choose the antonym for 'inclusive'.","[""evolve"",""probation"",""exclusive"",""bland""]","exclusive","ant","inclusive"
"Choose the antonym for 'incoherent'.","[""precedent"",""coherent"",""extended"",""dread""]","coherent","ant","incoherent"
"Choose the antonym for 'incongruous'.","[""harmonious"",""infer"",""craving"",""officious""]","harmonious","ant","incongruous"
"Choose the antonym for 'inconsolable'.","[""appease"",""cheerful"",""degenerate"",""develop""]","cheerful","ant","inconsolable"
"Choose the antonym for 'incontrovertible'.","[""sturdy"",""protagonist"",""clandestine"",""doubtful""]","doubtful","ant","incontrovertible"
"Choose the antonym for 'incorrigible'.","[""comprehensive"",""obedient"",""profit"",""frigid""]","obedient","ant","incorrigible"
"Choose the antonym for 'incumbent'.","[""devote"",""challenger"",""axiom"",""aspiration""]","challenger","ant","incumbent"
"Choose the antonym for 'incurable'.","[""pigment"",""cerebral"",""break a leg"",""treatable""]","treatable","ant","incurable"
"Choose the antonym for 'indefatigable'.","[""conspicuous"",""committee"",""dynasty"",""weary""]","weary","ant","indefatigable"
"Choose the antonym for 'indifferent'.","[""attentive"",""assent"",""feeble"",""enterprise""]","attentive","ant","indifferent"
"Choose the antonym for 'indigenous'.","[""humble"",""cohesive"",""apoplectic"",""foreign""]","foreign","ant","indigenous"
"Choose the antonym for 'indigent'.","[""catastrophe"",""yacht"",""affluent"",""comforting""]","affluent","ant","indigent"
"Choose the antonym for 'indignant'.","[""avowed"",""dissent"",""calm"",""constrain""]","calm","ant","indignant"
"Choose the antonym for 'indiscriminate'.","[""condemn"",""jury"",""pitfall"",""selective""]","selective","ant","indiscriminate"
"Choose the antonym for 'indomitable'.","[""yielding"",""convenient"",""evaluate"",""reprimand""]","yielding","ant","indomitable"
"Choose the antonym for 'induce'.","[""deter"",""amphibian"",""perish"",""quaint""]","deter","ant","induce"
"Choose the antonym for 'indulge'.","[""restrain"",""nonchalant"",""impromptu"",""depot""]","restrain","ant","indulge"
"Choose the antonym for 'inedible'.","[""agnostic"",""alliteration"",""edible"",""insinuate""]","edible","ant","inedible"
"Choose the antonym for 'ineffable'.","[""endeavour"",""godsend"",""describable"",""forsake""]","describable","ant","ineffable"
"Choose the antonym for 'ineffectual'.","[""effective"",""obscene"",""garbled"",""devour""]","effective","ant","ineffectual"
"Choose the antonym for 'ineptitude'.","[""pessimist"",""skill"",""optimist"",""commendable""]","skill","ant","ineptitude"
"Choose the antonym for 'inequity'.","[""justice"",""diverse"",""enchant"",""bewildered""]","justice","ant","inequity"
"Choose the antonym for 'inert'.","[""active"",""bellicose"",""procrastinate"",""inconsequential""]","active","ant","inert"
"Choose the antonym for 'inertia'.","[""pious"",""hammock"",""energy"",""insignia""]","energy","ant","inertia"
"Choose the antonym for 'inevitably'.","[""absolute"",""avoidably"",""omen"",""insane""]","avoidably","ant","inevitably"
"Choose the antonym for 'inexplicable'.","[""hedonist"",""aggressive"",""explicable"",""perplexed""]","explicable","ant","inexplicable"
"Choose the antonym for 'infamous'.","[""context"",""apt"",""respected"",""lodge""]","respected","ant","infamous"
