word,def,syn,ant,example
parallel,Describing lines or shapes that stay the same distance apart and can never meet,side by side; alongside; equidistant,converging; intersecting; crossing,The two railway lines ran parallel for miles before the new tunnel finally brought them together.
paraphrase,To express someone's idea in a different way without changing its meaning,reword; restate; rephrase,misquote; distort; quote exactly,"The headteacher's announcement was long, so we were asked to paraphrase it in our own words."
parsimony,"The habit of being extremely careful with money, food or any other limited resource",stinginess; frugality; thriftiness,generosity; extravagance; wastefulness,Their neighbour's parsimony was obvious: she still carried the same lunch box to school after ten years.
partial,"Incomplete, or affecting only a part of something rather than the whole of it",incomplete; limited; unfinished,complete; total; whole,"Because the storm had washed away part of the cliff path, we only had a partial view of the bay."
pathetic,Describing something so poor or feeble that it makes people feel pity or contempt,pitiful; meagre; feeble,impressive; excellent; splendid,"The team's goal was pathetic, sailing into the net after only three minutes of play."
pedantic,"Too concerned with small, unimportant details and exact rules to be worth listening to",fussy; over-precise; hair-splitting,relaxed; casual; easygoing,"Miss Reid became pedantic about the exact wording of the rules, so we wasted ten minutes before starting."
penchant,"A strong, lasting habit of liking or doing one particular thing above others",fancy; liking; inclination,dislike; aversion; reluctance,"My sister has a penchant for collecting old postcards, and her shelf is now completely full of them."
perchance,"An old-fashioned word meaning perhaps, or by chance, that something might happen",perhaps; maybe; possibly,certainly; definitely; assuredly,"Perchance the parcel will arrive tomorrow, although nobody has told us when it was posted."
perfidious,"Disloyal and untrustworthy, likely to deceive or betray the people who trust you",treacherous; disloyal; faithless,loyal; faithful; trustworthy,The perfidious guide led us three miles in the wrong direction and laughed at our confusion.
perjury,The crime of deliberately lying when giving evidence in a court of law,falsehood; lie; lying under oath,truth; honest evidence; veracity,The driver was charged with perjury after the court proved that his account of the crash had changed.
permit,"To allow someone to do something, or to give official agreement for it to happen",allow; let; authorise,forbid; prevent; refuse,The headteacher said she would permit us to use the corridor for our treasure hunt after lunch.
pernicious,"Very harmful, causing great damage or evil to come over time",harmful; damaging; destructive,beneficial; harmless; helpful,"The guide warned us that this weed was pernicious, spreading quietly across the whole lawn in summer."
perpetual,"Continuing for ever without stopping, changing or coming to an end",endless; ceaseless; unending,brief; temporary; short-lived,"Their argument about the football fixture went on for ages, seeming as perpetual as a dripping tap."
perplex,To make someone unable to understand something because it is very hard to explain,confuse; baffle; puzzle,clarify; explain; enlighten,The strange instructions in the treasure hunt perplexed our team so much that we asked the teacher.
perseverance,"Steady, patient effort over a long time, without giving up even when it is hard",persistence; determination; tenacity,apathy; surrender; fickleness,"Her perseverance won the prize, as she had practised every evening for six months without a single break."
perturb,To make someone slightly worried or upset by an unexpected change or remark,disturb; unsettle; agitate,calm; settle; reassure,I was a little perturbed when a noisy class appeared outside the door during our assembly practice.
peruse,"To read a document or list carefully, taking in every word before deciding",study; examine; read through,skim; skip; glance,We had to peruse the timetable carefully to find the coach that leaves at four o'clock.
pervasive,"Spreading through or appearing everywhere in a place, so that it affects everything",widespread; general; far-reaching,limited; local; confined,"The smell of damp was pervasive in the old shed, hiding in the corners and clinging to our clothes."
pessimist,A person who expects the worst to happen and doubts that things will turn out well,doomsayer; worrier; sceptic,optimist; dreamer; happy-go-lucky,Every pessimist in our class predicted a terrible end to the trip before we had even left school.
petulant,"Bad-tempered and easily annoyed, in a way that seems childlike and unreasonable",cross; sulky; irritable,cheerful; patient; good-humoured,"The referee grew petulant after the third argument, snapping at the players instead of giving a decision."
